	comment	label	label_id
93	نان خامه‌ای اصلا تازه نبود متاسفانه اولین و آخرین بار سفارشم از شیرینی ناتلی شد.	SAD	1
94	مثل همیشه به موقع و گرم. و غذای خوشمزه	HAPPY	0
95	خوشمزه بود ولی فکر کنم همون ۸ تیکه رو ۲۰ تیکه کرده بودن ولی خوب و خوشمزه بود	HAPPY	0
96	این بار غذا افتضاح بود بسیار سرد و ماسیده بود و‌جالب اینکه از ما ۷٫۵۰۰ تومان خم هزینه بسته بندی گرفتن	SAD	1
97	کیفیت خوب بود اما غذا هم سرد بود وهم حجمش بسیارکوچیکه و سیر نمیشی بایدونه	SAD	1
98	کیفیت و سرعت و دقت آرتین عالیست	HAPPY	0
99	بسته بندی، مخلفات و کیفیت غذا بسیار عاااالی بود فقط برا تحویل غذا ۱۰ دقیقه قبلش زد که تحویل داده شد در حالی که ما غذایی تحویل نگرفته بودیم	HAPPY	0
100	نان خیلی خمیر بود!!!!!	SAD	1
101	من دوست نداشتم ممنون	HAPPY	0
102	سوسیس گیاهی فرانکفورتر سفارش دادم ولی سوسیس پاپریکا برام فرستادن	SAD	1
103	کیفیت غذا خوب بود. خوش مزه بود. زمانی هم که رسید کاملا گرم بود. برخورد پیک خوب بود. کلا از همه لحاظ راضی بودم.	HAPPY	0
104	با سلام خدمت دوستان محترم این غدا به جد بدترین اکبر جوجه‌ای بود که تا به حال خورده بودم و با اینکه اولین باری بود که از این رستوران سفارش میدادم مطمئنا حتی دوست ندارم که هیچ کدوم از غذاهای دیگشونو امتحان کنم ولی دلایلمو از نارضایتیم می‌نویسم که شاید اصلاح بشه و یا دیگر دوستان تجربیات منو نداشته باشن: مرغ مونده، من هیچ جایی ندیدم که مرغ توی سس انار مونده باشه و بعد پخته بشه و سیاه باشه و ندیدم برای ارسال مرغ روی برنج باشه تا همه روغنش بره توی برنج و از هم تو ۲ تا ظرف نباشهو با اینکه ۲۰۰۰ تومن هم پول ظرف دریافت شده از برنجم هیچی نفهمیدم چون خیسه سس مثلا انارو روغن مونده جوجه بود.	SAD	1
105	کیک بسیار کهنه بود!	HAPPY	0
106	سوسیس خام با پنیر تو نون حداقل یکم سرخش کنید بعد بفرستید	SAD	1
107	مثل همیشه همه چیز عالی بود:)	HAPPY	0
108	غدا کلا سرد بود	SAD	1
109	خوب بود. دستتون درد نکنه. فقط کاش پیتزاتون پیاز خام نداشت!	HAPPY	0
110	سالاد ماکارانی سفارش دادم سالاد روسی آوردن	SAD	1
111	یک کیلو چیز کیک ۷ عدد بود اما یکی از آن‌ها کم است	SAD	1
112	از زحمات اسنپ فود برای پی گیری کمال تشکر را دارم.	HAPPY	0
113	غذا خیلی سرد بود. در واقع سرد‌ترین تجربه سفارش غذا من بود! با اینکه کمتر از ۳۰ دقیقه به دستم رسید. اما کیفیتش بد نبود فکر میکنم در مراجعه حضوری تجربه بهتری خواهم داشت.	SAD	1
114	کیک چندین دور در باکس هم‌ خورده بود و تمام روی‌کیک به دور‌جعبه ریخته بود. اما‌ مشکل از کوک نبود از پیک بود. لطفا بفرمایید که چیزی که از کوک میارن نباید خیلی تکان بخوره.	HAPPY	0
115	پیتزا خوشمزه بود اما گوشت راسته‌ای که در مواد بود اصلا دیده نمیشد و مواد روش هم خیلی کم بود	HAPPY	0
116	ممنونم از احترام به مشتری. غذای خوب و با کیفیت شما نشانه احترام شماست.	HAPPY	0
117	همیشه یک ساعت زمان تحویل می‌زنید و یکساعت هم با تاخیر غذا فرستادید و وقتی غذا رسید کاملا سرد بود سیب زمینی‌ها و چیزبرگر غیر قابل خوردن سس پنیر سرد با پیگیری جواب به من دادن که غذا رو گرم کنید!	SAD	1
118	کیفیت این ساندویج نسبت به قبل کاهش پیدا کرده. مواد داخل ساندویچ اصلا با منو مطابقت نداشت و چندین مورد مثل قارچ حذف شده بود. از طرفی کاملا شور بود و راحت خورده نمیشد. اصلا انتظار نمیره با وجود قیمتای نسبتا بالا و مالیاتی که روی قیمت غذای میاد، کیفیتش اینطوری باشه	SAD	1
119	حجم و کیفیت برگر خوب بود ولی اصلا پنیر نداشت!، خیارشور هم کم گذاشته بودن	SAD	1
120	پنیر تبریز به میزان ۸۰۰ گرم کاملا خورد و غیرقابل استفاده. پس از پیگیری از طریق پشتیبانی قرار شد تعویض گردد اما پس از گذشت بیش از دو ساعت و پیگیری مجدد بعلت نداشتن پیک، تعویض به تاخیر افتاد. با توجه به ترد بودن پنیر تبریز انتظار میرود چنین حجم از پنیر بجای قرار گرفتن در کیسه فریزر، در ظرفی مناسب قرار داده شود تا در بین کالاهای دیگر له و خورد نشود.	SAD	1
121	هر سه تکه ران بود	SAD	1
122	مرسی از اینکه غذا مطبوع بود و هم قیمه و هم چلوکباب به لطف اسنپ فود ظرف بیست دقیقه رسید. موفق باشید	HAPPY	0
123	مایع ظرفشویی داخل بسته خرید نبود	SAD	1
124	نون پیتزا از زیر سوخته بود و مواد روی پیتزا نسبتا خام بود. خدا قوت!	SAD	1
125	کامل آب شده بود خامه هم معلوم نبود اصلا کیفیتش چرا داره میاد پایین؟	SAD	1
126	افتضاح! دفعه بعد فکر کنم نان خالی تحویل بدن بهتره	SAD	1
127	همه چیز تازه و خوشمزه و باکیفیت در بسته بندی مناسب به دستم رسید.	HAPPY	0
128	لطفا ساندویچ را به شکل کمبو بدهید یعنی همراه با سیب زمینی و نوشابه	HAPPY	0
129	هم غذا خوب بود هم پیک به موقع رسید	HAPPY	0
130	خوشمزه بود ولى خیلی سرد بود	HAPPY	0
131	مزه کباب کوبیده میداد و اصلا کیفیت گوشتش مناسب نبود	SAD	1
132	عاشق تارت تمشک و تارت توت فرنگیتونم عالین.	HAPPY	0
133	کل کبابی که سفارش داده بودم سوخته بود خیلی کیفیت گوشتشم بد بود	SAD	1
134	مثل همیشه محشر مشتری پروپاقرص زرشک‌ پلو‌های میهمان هستیم	HAPPY	0
135	یکی از بهترین نون بربریهایی بود که خورده بودم. ممنون کیفیت عااالی.	HAPPY	0
136	سیب‌زمینی تنوری عاااالی بود	HAPPY	0
137	پریشب خریدم خیلی پیاز و جعفری داشت امشب میشه گفت تقریبا نداشت ولی خوب بود ممنون	HAPPY	0
138	خیلی بد بود، ۱ ساعت و‌نیم طول کشید تا ارسال بشه و کیفیت نون واقعا بد بود بیات بود و‌سفت	SAD	1
139	همه چیز عالی. سپاس و خسته نباشید.	HAPPY	0
140	بد نبود، ولی با این قیمت کیفیت بهتری توقع میرفت	HAPPY	0
141	با اینکه تاکید کرده بودم ران باشه یکیش سینه بود	SAD	1
142	همه چی خوب بود فقط انقدر تو ایس پک طالبی شکلات ریخته بودن که مزه طالبی حس نمیشد	HAPPY	0
143	مثل همیشه عالی فقط حیف که چیپس سرکه نمکی پرینگلز رو ندارین طعم مورد علاقم بود آخه حتی کچابش هم دارید	HAPPY	0
144	افتضاحححححح گوشت نپخته. سیب زمینی خام. غذای کاملا بی مزه و بی نمک متاسفم براتون	SAD	1
145	خیلی سریع ارسال شد …مچکر	HAPPY	0
146	غذاش خوب بود ولی واقعا دیر رسید.	SAD	1
147	غذا بسیار بد بود. بد مزه‌ترین ساندویچی که خورده بودم. نان سوخته و سرد. کیفیت پایین.	SAD	1
148	کیفیت و طعم خوب بود فقط کمی سرد شده بود	HAPPY	0
149	از بهترین برگر‌های فعلی	HAPPY	0
150	ویفر‌های رولی در بسته بندی خرد شده بودند	HAPPY	0
151	متاسفانه شیرینی ارسالی تازه نبود ۱	SAD	1
152	سفارش من ۵ تیکه مرغ بود ۴تا فرستادین	SAD	1
153	اصلا مثل قبل نبود	HAPPY	0
154	وقتی غذا رسید من متوجه نشدم و تا متوجه شوم که غذا رسیده است، سرد شده بود متاسفانه اما به طور کلی، مزه غذا خوب بود	HAPPY	0
155	پیتزا بسیار چرب بود بقدری چرب بود که جعبه چربی پس داده بود. گوشت بو میداد. متاسفانه پیتزا استیگ و سیر ظهر هم همین بود	HAPPY	0
156	Vip به نظر من تو منطقه داره بهترین میشه	HAPPY	0
157	خیلی تازه‌ و خوب بود بی نظیر بود	HAPPY	0
158	غذای من انقدر تاخیر داشت که نتونستم تحویل بگیرم لطفا پول غذا رو برگردونبد	SAD	1
159	خیلی کیفیت افت کرده است. از پرپروک انتظار بیشتری داریم همیشه.	HAPPY	0
160	همه چیز عالی، سپاسگزارم	HAPPY	0
161	۸۰ تومن پیتزا خریدم سس نداده بود بدون سس خوردم	SAD	1
162	بعد از ۱ساعت و ۵۰ دقیقه غذارو برای مایی که ۳تا خونه باهاشون فاصله داشتیم آوردن، چنگال و‌چاقو و دستمال هم نداشت در کل شب بسیار بدی بود	SAD	1
163	افتضاح بود، خواهشا امتحان هم نکنید.	SAD	1
164	شیرینی‌ها به دیواره جعبه و در جعبه چسبیدن چنتاشونم به علت حمل نامناسب کاملا له شدن	SAD	1
165	خوب بود. واقعا ارزش خریدن داشت. من راضی بودم	HAPPY	0
166	بسیار خوشمزه و دلنشین بود	HAPPY	0
167	زرشک پلو با مرغ خوب اما خورش قیمه بسیار ضعیف	HAPPY	0
168	نسبت به قیمت واقعا خوبه	HAPPY	0
169	یکی از بهترین‌های اسنپ	HAPPY	0
170	با اونحال بموقع رسید، اما به حدی سرد شده بود که اصلا مشخص نبود غذا چیه، و من از مهمانم عذرخواهی کردم. چون کلی تعریف کرده بودم که یه فست فود عالی سراغ دارم؛ اما نمیدونم چرا اینطوری شد این سفارش. کاملا سرد و ماسیده و یخ شده؛ این بار از ادویه هم خبری نبود! سیبزمینی با سس قارچ کاملا مثل یه خمیر به هم چسبیده بود. توی سالاد فقط نصف یه گوجه گیلاسی بود!! یعنی یه ظرف سالاد، با نصف یه گوجه گیلاسی کوچولو! سالاد فصل تازه بنظر نمی‌رسید.	SAD	1
171	مرغ کامل پخته نشده بود و گوشت مرغ سفت بود	SAD	1
172	سلام. من برای مهمانم سفارش داده بودم. کیفیت خمیر پیتزاش خوب بود ولی متاسفانه مواد استفاده شدش خیلی قابل قبول نبود. کدو‌های داخلش مثل لاستیک بودن و پر ذرت بود. مهمانهای من که نصفه نیمه گذاشتن … … از نشاط انتظار بیشتر از اینها میرفت …	SAD	1
173	کیفیت سالاد خوب ولی اندازش کوچک بود	HAPPY	0
174	نانها برشته نیست کمی برشته‌تر خوبه بیشترش خمیره	SAD	1
175	چیزبرگر فرانسوی اصلا خوب نبود برگرشون کارخونه‌ای بود پنیر روی نون هم چند جا سوخته بود اصلا راضی نبودم	SAD	1
176	غذا رو ٢٠ دقیقه اى اوردن داااغ بود خوشمزه بود به مواردى هم که ازشون خواسته بودم توجه کرده بودن در مجموع کاملا راضى بودم و باز هم ازشون خرید خواهم کرد تشکر از مدیریت محترم	HAPPY	0
177	کیکش خیلی سفت بود، احتمالا یک هفته‌ای مونده بود. شباهتی هم به کیک شکلاتی نداشت، فقط رنگ کیکش سفید نبود، یکم شکلات ریختن توش که رفع تکلیف کنن.	SAD	1
178	خیلی خوب بود مرغ خوب سرخ شده بود	HAPPY	0
179	نمیدونم داخل پیتزا از چه مواردی استفاده شده ولی من هنوز ساعتها بعد از خوردنش حال تهوع و سرگیجه دارم.	SAD	1
180	۲ تا شونه تخم مرغ را نیاوردید	SAD	1
181	برنج ومرغ رو باهم گذاشتین اب مرغ هم ریختین روش شده مثل غذا نذری برنج شفته شده ومرغ هم اوزیرا مونده اصلا نشد بخوری واقعا متاسفم از اینک ازشما خرید کردم	SAD	1
182	غذا کلا خیلی خیلی بی کیفیت بود برنج نپخته و خام بود مزه غذا معمولی حجم غذا مخصوصا مرغ خیییلی کم بود، حجم سوپ هم به نسبت قیمت خیلی کم بود، دلیل اینهمه تعریف در نظرات را متوجه نشدم با این قیمت غذایی با این کیفیت را اصلا انتظار نداشتم..!!!	SAD	1
183	من خامه سفارش دادم یک خامه دیگر آوردن با قیمت ارزانتر	SAD	1
184	رولت واقعا بد بود مونده بود و خشک شده بود باعت تاسف هستش چیز کیک خیلی معمولی بود.	SAD	1
185	هلیم خوب و خوشمزه بود مواد اولیه تازه بودن ولی متاسفانه بیش از ۴۰ دقیقه طول کشید که بیاد	HAPPY	0
186	تزیینات رویه کیک مانند بادام و بلو بری در حمل و نقل به شدت به هم ریخته بود.	SAD	1
187	غذای اصلی خوب بود اما سیب زمینی‌ها بسیار بد مزه و کهنه بودن	SAD	1
188	به نظر من کهنه بود	SAD	1
189	با سلام سفارشی که من داشتم از کلمه ویژه داخل عنوانش استفاده شده بود و این در حالی است که عین همین محصول بدون کلمه ویژه در لیست محصولات شیرینی فروشی ماری وجود دارد و حدود ۱۳۰۰۰ تومان اختلاف قیمت بین این دو وجود دارد. همانطور که در لیست سفارشات من میبینید من قبلا همین سفارش رو بدون کلمه ویژه هم داشتم و الان می‌تونم بگم که هر دو شیرینی کاملا مثل هم بودند و در واقع الکی بنده ۱۳۰۰۰ تومان اضافه دادم. هیچ چیز ویژه‌ای وجود نداشت! ممنون میشم پیگیری کنید که لااقل بقیه هم هزینه اضافی پرداخت نکنند.	SAD	1
190	عالی بود، برای چهار نفر کافی بود	HAPPY	0
191	سریع و به موقع تحویل شد.	HAPPY	0
192	برنج کاملا دم نکشیده بود ولی حجم جوجه کباب و طعم خیلی خوب بود	HAPPY	0
193	غذا متوسط رو به بالا بود اما آنقدر تاخیر داشت که سیر شدم	SAD	1
194	کنار جوجه لیمو ترش نبود و چهار تا گوجه کبابی ریز کنار غذا گذاشته بودند و خیلی بد بود جوجه هم طعم دار نبود اصلا	HAPPY	0
195	نون تازه و گرم بدستم رسید ولی یکی از نون‌ها یه تیکه‌اش خیلی سوخته بود	HAPPY	0
196	واقعا کیفیت خوبی داره برگر‌ها اگر تو سایز بزرگ‌تر باشه میتونه یکی از بهترین برگر‌های تهران باشه	HAPPY	0
197	این یبار خیلی خوب و تازه بود	HAPPY	0
198	جعبه زولبیا بامیه را با زدن یک چسب تحویل پیک داده بودند و نتیجه را می‌توان حدس زد که وقتی به دست ما رسید اوضاع چطور بود!!!!! لااقل باید جعبه را شیرینک می‌کردید! جعبه به حدی کثیف بود که معلوم نیست وسط راه چه برسرش آمده بود!	SAD	1
199	من مشتری دائم بودم این بار مثل همیشه آیس پک خوب بود ولی اصلا از حجم چیپس راضی نبودم. به نظرم نمی‌ارزید	SAD	1
200	تخم مرغ از ۶ عدد ۲ تا شکسته بود و نمک هم قوطی استوانه‌ای انتخاب کردم که از این پاکتی‌ها آوردند، بیشتر دقت کنید	SAD	1
201	پیتزا سرد نون یه لایه پنیر چند تکه گوشت کوچیک شاید بوقلمون در کل خیلی بد، اولین و آخرین سفارش از باگت	SAD	1
202	من رد ولوت سفارش دادم. ولی تازه نبود و طعم بدی گرفته بود.	SAD	1
203	لطفا جنسی که موجود نیست از منوی سفارش حذف شود. که بعدا مجبور به تغییر یا لغو سفارش نشویم	HAPPY	0
204	توس سفارش کره ۲۵ گرمی میهن سفارش دادم ولی با برند مالکوم فرستادن که اصلا استفاده نمیکنیم.	SAD	1
205	نوتلایی که بهمون تحویل دادید اصلا خوب نبود و هزینش هم خیلی زیاد بود نسبت به حجمش	SAD	1
206	با اینکه کیفیت غذا خوب بود ولی غذا خیلی دیر ارسال میشه (با وجود هزینه پیک بالا) و هر دوبار که سفارش دادم غذا سرد بود	HAPPY	0
207	با بیش از یک ساعت تاخیر ارسال شده و ۳تا تخم مرغشم شکسته بود!!!	SAD	1
208	ممنون خوب بود ولی انارهای سری قبل خیلی بهتربود	HAPPY	0
209	خوشمزه بود خوشم امد …	HAPPY	0
210	در توضیحات درج کردیم که پیاز نداشته باشن، ولی داشتن! لطفا بیشتر دقت بشود..	SAD	1
211	پیتزا چانو خیلی سیرش زیاد بود!!	HAPPY	0
212	متاسفانه دیر رسید و سرد شده بود	HAPPY	0
213	وقتی سفارش مخلوط میگیره نباید دو نوع بفرسته و کیفیت پایین	SAD	1
214	زمانی که مشکل نام و نام خانوادگی سفارش دهنده روی قبض چاپ-ن-ود و غذا به آدرس شرکت ارسال شود، چطور می‌توان تشخیص داد سفارش مربوط به کدام پرسونل است؟ اینجوری میشه که باید غذای سرد رو خورد	SAD	1
215	خوشمزه بود ولی حجمش خیلییییییی کم بود	SAD	1
216	غذا سرد سرد بدست من رسید، وقتی پیک ۶ مسیر غذا را با هم حمل میکنه وآخرین آدرس من باشم مسلما اون غذا سرد وبیمزه تحویل میشه	SAD	1
